STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,MEASURE,Measure,REF_AREA,Reference area,ACTIVITY,Economic activity,COUNTERPART_AREA,Counterpart area,UNIT_MEASURE,Unit of measure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,KAZ,Kazakhstan,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2021,,49.174,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,MMR,Myanmar,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2021,,44.247,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,EU28,European Union (28 countries),C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2021,,103096.102,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,EU27_2020,European Union (27 countries from 01/02/2020),C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2021,,105113.01,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,JOR,Jordan,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2021,,7.277,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,MLT,Malta,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2021,,99.979,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,CYP,Cyprus,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2021,,23.995,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,PER,Peru,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2021,,14.822,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,BGD,Bangladesh,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2021,,29.402,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,EA19,Euro area (19 countries),C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2021,,105129.56,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,HKG,Hong Kong (China),C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2021,,509.432,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,BLR,Belarus,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2021,,558.838,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,PAK,Pakistan,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2021,,33.149,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,SAU,Saudi Arabia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2021,,12.258,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,ARG,Argentina,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2021,,115.136,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,EU28XEU15,European Union 28 excluding European Union 15 countries,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2021,,19437.218,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,SGP,Singapore,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2021,,53863.188,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,EU15,European Union (15 countries),C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2021,,104635.713,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,ROU,Romania,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2021,,1324.244,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,PHL,Philippines,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2021,,9901.291,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,E,Europe,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2021,,119109.893,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,S2_S8,Eastern and South-eastern Asia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2021,,621754.358,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,W_O,Other countries,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2021,,28946.092,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,F,Africa,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2021,,1584.138,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,A5_A7,South and Central America,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2021,,978.529,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,S2,Eastern Asia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2021,,623423.353,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,NAFTA,NAFTA,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2021,,104093.316,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,WXD,Rest of the world,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2021,,3266.18,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,LVA,Latvia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,337.642,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,COL,Colombia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,123.824,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,CHL,Chile,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,39.425,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,EU15,European Union (15 countries),C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,100750.633,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,LUX,Luxembourg,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,61.172,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,CRI,Costa Rica,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,405.237,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,EA19,Euro area (19 countries),C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,98675.977,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,ISL,Iceland,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,4.058,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,EU28,European Union (28 countries),C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,100376.461,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,G20,G20,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,309971.878,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,EST,Estonia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,591.183,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,ISR,Israel,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,11335.973,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,SVN,Slovenia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,643.196,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,SVK,Slovak Republic,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,920.369,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,NZL,New Zealand,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,364.604,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,LTU,Lithuania,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,507.673,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,CHE,Switzerland,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,26628.28,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,IRL,Ireland,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,14253.105,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,MEX,Mexico,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,33658.574,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,HUN,Hungary,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,4345.801,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,GRC,Greece,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,565.59,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,BEL,Belgium,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,1880.298,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,PRT,Portugal,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,1317.226,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,CZE,Czechia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,4771.499,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,NOR,Norway,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,1326.182,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,JPN,Japan,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,55356.56,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,FIN,Finland,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,4142.247,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,KOR,Korea,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,125115.904,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,DNK,Denmark,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,3270.577,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,SWE,Sweden,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,2951.618,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,POL,Poland,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,5452.558,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,AUT,Austria,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,6006.307,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,AUS,Australia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,1296.185,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,DEU,Germany,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,61340.05,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,TUR,Türkiye,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,1426.206,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,NLD,Netherlands,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,9086.31,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,CAN,Canada,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,6727.712,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,ESP,Spain,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,2680.981,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,GBR,United Kingdom,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,8832.947,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,FRA,France,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,15436.971,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,ITA,Italy,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,8372.22,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,USA,United States,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,96650.719,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,CIV,Côte d’Ivoire,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2015,,0,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,E,Europe,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2018,,108693.077,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,APEC,APEC,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2018,,319153.679,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,S2_S8,Eastern and South-eastern Asia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2018,,529045.97,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,UKR,Ukraine,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2018,,71.792,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,W_O,Other countries,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2018,,14234.954,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,ASEAN,ASEAN,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2018,,130779.963,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,F,Africa,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2018,,1222.526,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,A5_A7,South and Central America,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2018,,1034.665,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,S2,Eastern Asia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2018,,520643.726,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,VNM,Viet Nam,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2018,,37613.664,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,NAFTA,NAFTA,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2018,,97850.546,,6,Millions
